CHOCOLATE - CLASSIC WHITE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - COCONUT TRUFFLE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - COFFEE YIRGACHEFFE & MASCARPONE FILLING,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - CRANBERRY & PUMPKIN SEED IN MILK,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - CREAMY COCONUT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - CRUNCH & CREAM WAFER IN ALMOND CREAM,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
"CHOCOLATE - DARK CHOCOLATE
",CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - DARK CHOCOLATE BARS,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - DARK CHOCOLATE CARAMEL,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - DARK GANACHE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - DARK HEART,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - DARK ORANGE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - DOUBLE SHOT CAPPUCCINO,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - EARL GREY ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - EGG NOG,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - FRAGOLA,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - GINGER & LEMON,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - GINGER SILVER & CREAMY MANGO,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - GREEN TEA,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - HAND PIPED COSTA RICA DARK TRUFFLE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - HAND PIPED GHANA MILK TRUFFLE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - HAZELNUT,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - HAZELNUT BARS,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - HAZELNUT HEART ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - LEMON,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - LEMON TRUFFLE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - LIME LEMON,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MACADAMIA NUT,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - MANGO DJANGO,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MANGO PASSION FRUIT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MANUKA HONEY,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - MILK CARAMEL (LAIT CARAMEL),PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MILK CHOCOLATE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - MILK GANACHE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MILK HEART ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MINT,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - MINT LEAVE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - MOCHA,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - ORANGE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - ORANGE BEE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ORANGE THYME,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ORANGE TRUFFLE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - PALET DOR,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - PASSION TEA (MANINA),PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - PAVE ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - PEANUT BUTTER,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - PINK CARAMEL HEART,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - PISTACHIO CREAM,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - PRALINE CROQUANTINE ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - PRALINOSA ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - R. MACADEMIA & R. HAZELNUT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - R. MACADEMIA & R. HAZELNUT IN DARK,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - RASPBERRY CREAM WITH WASABI,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - RASPBERRY FRAMBOSA,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ROASTED MACADAMIA & RAISIN IN MILK,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ROCHER DARK,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ROCHER MILK,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ROCHER WHITE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - ROSEMARY,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - S01 CHINESE NEW YEAR,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - S02 VALENTINE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - S04 DOUBLE HAPPINESS,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - S04 LOVE LOVE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - SAFFRON,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - SMALL BARS (DARK),CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - SMALL BARS (MILK),CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - SPICE & MILK (MILK SAO PALME),PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - STRAWBERRY,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - STRAWBERRY BLISS,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - SUGAR FREE HAND PIPED TRUFFLE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - SWEET SPICE & CRISPY FLAKES,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - TIRAMISU,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - VANILLA,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - WHITE CHOCOLATE,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - WHITE CHOCOLATE CRANBERRY,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
CHOCOLATE - WHITE GANACHE ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - WHITE HEART ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE - WOOD DELIGHT ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE ALMOND COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE ALMOND ONE,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE BANANA MUFFIN,MYNEWS FOOD SDN. BHD. (FORMERLY KNOWN AS: OTARU FINE FOOD SDN.BHD),"
		31/08/2019"
CHOCOLATE BREAD ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE BROWN HT,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
CHOCOLATE BROWNIE ,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE BROWNIES ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE BUN,TSL BESTMAS MANUFACTURING SDN BHD,"
		31/03/2020"
CHOCOLATE CAKE ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE CASHEW,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE CHEESE CAKE,LITTLE STARS KLS,"
		15/08/2019"
CHOCOLATE CHIP BISCUIT,AINONS CAKES & PASTRIES,"
		15/02/2020"
CHOCOLATE CHIP COOKIES,DMG FOOD INDUSTRIES SDN BHD,"
		15/05/2019"
CHOCOLATE CHIP COOKIES,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE CHIP MUFFIN,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE CHIPS COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE COLOUR,360HORIZONZ SDN. BHD.,"
		31/10/2019"
CHOCOLATE COOKIES ROUND ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE CORNFLAKES FRUITS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE DANISH,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE DIP,CHRISNA JENIO SDN BHD,"
		31/07/2019"
CHOCOLATE DREAM (SHELLS DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CHOCOLATE ECLAIR,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE FILLING COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE FLAVOUR,360HORIZONZ SDN. BHD.,"
		31/10/2019"
CHOCOLATE FLAVOUR BEAN CURD PUDDING POWDER (SERBUK DADIH PERISA COKLAT),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		28/02/2020"
CHOCOLATE FLAVOUR INSTANT FULL CREAM MILK POWDER,EEZDEE INTRADE SDN BHD,"
		31/12/2019"
CHOCOLATE FONDANT,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE GRENACHE CAKE,AINONS CAKES & PASTRIES,"
		15/02/2020"
CHOCOLATE HEART ,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE ICED CUSTARD FILLED (SHELLS DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CHOCOLATE ICED SPRINKLE (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CHOCOLATE JINGSA (PER NO),NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30/09/2019"
CHOCOLATE LABEL - HEART SHAPE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE LABEL - OVAL SHAPE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE LABEL - RECTANGULAR -L SHAPE ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE LABEL - SLAINDING SHAPE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE LABEL - SQUARE SHAPE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE MALT BEVERAGES 'ORI',KOPERASI AL-HILAL MALAYSIA BERHAD,"
		30/11/2019"
CHOCOLATE MALT BEVERAGES 3 DALAM 1,KOPERASI AL-HILAL MALAYSIA BERHAD,"
		30/11/2019"
CHOCOLATE MELTING ALMOND COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE MILK TOFFEES CANDY,KIMI SWEET SDN. BHD.,"
		15/06/2019"
CHOCOLATE MINT POWDER,CHRISNA JENIO SDN BHD,"
		31/07/2019"
CHOCOLATE MINT TOFFEES CANDY,KIMI SWEET SDN. BHD.,"
		15/06/2019"
CHOCOLATE MOCHA COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE MOCHA TART ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE MOIST CAKE,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE MOIST CAKE,LITTLE STARS KLS,"
		15/08/2019"
CHOCOLATE MOUSSE,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE MOUSSE CAKE,HAZEL CAKE HOUSE,"
		31/05/2019"
CHOCOLATE OAT,COFFEE TOWN SDN BHD,"
		30/09/2019"
CHOCOLATE ONLY LOVE,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE PASTE,SEW JOG ENTERPRISE,"
		30/09/2019"
CHOCOLATE PASTE,GOOD CHOICE MANUFACTURING SDN BHD,"
		30/09/2019"
CHOCOLATE PEANUT BUTTER (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CHOCOLATE PRALINE CAKE ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE PUDDING ,AINONS CAKES & PASTRIES,"
		15/02/2020"
CHOCOLATE RICE BUTTER COOKIES,DMG FOOD INDUSTRIES SDN BHD,"
		15/05/2019"
CHOCOLATE SABLE (CHOCOLATE BUTTER CAKE COOKIES),YEAST ATELIER SDN BHD ,"
		31/07/2019"
CHOCOLATE SPREAD,SEW JOG ENTERPRISE,"
		30/09/2019"
CHOCOLATE SPREAD,GOOD CHOICE MANUFACTURING SDN BHD,"
		30/09/2019"
CHOCOLATE SWISS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CHOCOLATE TRUFFLE - COCOA,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - COOKIE N CREAM,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - DARK CLASSIC,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - HAZELNUT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - HONEY,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - MILK CLASSIC,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - MOCCA,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - ORANGE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - PISTACHIO,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE TRUFFLE - WHITE CLASSIC ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
CHOCOLATE WITH DURIAN FLAVOUR,G & G CENTURY (M) SDN BHD,"
		15/08/2019"
CHOCOLATE WITH MANGO FLAVOUR,G & G CENTURY (M) SDN BHD,"
		15/08/2019"
CHOCOLATEE,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
CHOCOTROPICA,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
CHOCPISTACHIO,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
CHOPPED GARLIC,DELI ARTISAN SDN. BHD.,"
		28/02/2020"
CHOPPED PEANUT-GROUND,PAK HAILAM KOPITIAM SDN BHD,"
		"
CHOUX PASTRY,AINONS CAKES & PASTRIES,"
		15/02/2020"
CHOY SUM (LOCAL) CUT,VEGE READY SDN BHD,"
		15/08/2019"
CHRYSANTHENUM,ANGEL CANDIES SDN BHD,"
		31/10/2019"
"CHURROS (PREMIX)
",BORDEAUX BAKERY & SWEET (M) SDN BHD,"
		15/10/2020"
CIABATTA (SOFT BREAD),YEAST ATELIER SDN BHD ,"
		31/07/2019"
CILI GILING,360HORIZONZ SDN. BHD.,"
		15/03/2020"
CILI JERUK,DASREE REALTY SDN. BHD.,"
		15/05/2019"
CILI KERING,360HORIZONZ SDN. BHD.,"
		31/10/2019"
CILI PADI JERUK,VIASFOOD SDN BHD,"
		31/05/2019"
CILI UDANG KERING,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28/02/2020"
CINCALOK,360HORIZONZ SDN. BHD.,"
		31/05/2019"
CINNAMON & HONEY BREAD ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CINNAMON (KAYU MANIS),360HORIZONZ SDN. BHD.,"
		31/10/2019"
CINNAMON (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CINNAMON CRANBERRY DANISH,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CINNAMON POWDER,WORLD PROMINENCE SDN. BHD.,"
		30/06/2020"
CINNAMON POWDER (SERBUK KAYU MANIS),360HORIZONZ SDN. BHD.,"
		31/05/2019"
CINNAMON ROLL,AINONS CAKES & PASTRIES,"
		15/02/2020"
CINNAMON SUGAR POWDER,CHRISNA JENIO SDN BHD,"
		31/07/2019"
CIP KETAM,PFI WORLDWIDE SDN BHD,"
		31/12/2019"
CITRIC ACID,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
CITRIC ACID 2 KG,ANGEL CANDIES SDN BHD,"
		31/10/2019"
CITRUS SABLE TART (BUTTER LEMON COOKIES),YEAST ATELIER SDN BHD ,"
		31/07/2019"
CITY BRIDGE CHICKEN DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30/09/2019"
CK-101 GNH SOUP PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15/02/2020"
CLAFOUTI TART LARGE (CHERRY TART) ,YEAST ATELIER SDN BHD ,"
		31/07/2019"
CLAM BAMBOO WITH SHELL - FROZEN,KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
CLAM KEPAH,KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
CLAM LALA KAPAK,KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
CLAM LALA LIVE (REPACK),KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
CLAM SAPAK,KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
CLASSIC (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31/08/2019"
CLASSIC 3 IN 1 INSTANT PREMIX WHITE COFFEE,LATTELA SDN BHD,"
		15/10/2019"
CLASSIC BEEF FRANKFURTER,CAREY FOOD SERVICES SDN. BHD.,"
		31/12/2020"
CLASSIC CHICKEN COCKTAIL SAUSAGE,CAREY FOOD SERVICES SDN. BHD.,"
		31/12/2020"
CLASSIC CHICKEN FRANKFURTER,CAREY FOOD SERVICES SDN. BHD.,"
		31/12/2020"
CLASSIC CHOCOLATE STICKS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
CLASSIC EGG SANDWICH,VESTO MARKETING SDN BHD (FORMERLY KNOWN AS : VESTRADE MARKETING,"
		30/11/2019"
CLASSIC GINGER DRINK (MINUMAN HALIA KLASIK),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		"
CLASSIC GINGER DRINK (MINUMAN HALIA KLASIK),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		15/04/2021"
CLOUDY AGENTS,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
CLOVE POWDER,WORLD PROMINENCE SDN. BHD.,"
		30/06/2020"
COCKLE MEAT (REPACK),KIAN TATT SEAFOOD SUPPLIER,"
		31/05/2019"
COCOA CHIPS,360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCOA POWDER (SERBUK KOKO),360HORIZONZ SDN. BHD.,"
		31/05/2019"
COCONUT,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COCONUT BUTTER COOKIES,DMG FOOD INDUSTRIES SDN BHD,"
		15/05/2019"
COCONUT CAKE,YEAST ATELIER SDN BHD ,"
		31/07/2019"
COCONUT CHEESE CRISPY,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COCONUT COOKIES,HAZEL CAKE HOUSE,"
		31/05/2019"
COCONUT COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COCONUT COOKIES,360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT CREAM POWDER,360HORIZONZ SDN. BHD.,"
		31/05/2019"
COCONUT EGG JAM (KAYA ORIGINAL),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT EGG JAM (PANDAN KAYA),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT EGG YOLK MOONCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		15/07/2019"
COCONUT FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
COCONUT FLAVOUR X01516,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
COCONUT GLUTINOUS RICE,PAK HAILAM KOPITIAM SDN BHD,"
		"
COCONUT JINGSA,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30/09/2019"
COCONUT MILK COOKIES,360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT MILK COOKIES - LEAF ORI (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT MILK COOKIES - LEAF PANDAN (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT MILK COOKIES - SQUARE ORI (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT MILK COOKIES - SQUARE PANDAN (KUIH BANGKIT),360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT OIL,360HORIZONZ SDN. BHD.,"
		31/10/2019"
COCONUT TART,HAZEL CAKE HOUSE,"
		31/05/2019"
COCONUT WHITE COFFEE,COFFEE TOWN SDN BHD,"
		30/09/2019"
COCOPANDAN FLAVOUR PUDDING POWDER (SERBUK PUDING PERISA KELAPA PANDAN),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		28/02/2020"
"COFFEE ""O"" SACHET",LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15/07/2019"
COFFEE ALMOND,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COFFEE FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
COFFEE FLAVOUR,360HORIZONZ SDN. BHD.,"
		31/10/2019"
COFFEE JELLY,DELI ARTISAN SDN. BHD.,"
		28/02/2020"
COFFEE LOVE LETTER,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COFFEE MIXTURE (HALUS),LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15/07/2019"
COFFEE MIXTURE (KASAR),LIAN HOE TEA & COFFEE (M) SDN BHD,"
		15/07/2019"
COFFEE NUT COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COFFEE PAU,TSL BESTMAS MANUFACTURING SDN BHD,"
		31/03/2021"
COFFEE SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		15/02/2020"
COFFEE TINO,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
COKLAT HONEY BEE,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30/09/2019"
COLA,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLA FLAVOUR 20508,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
COLA LOLLIPOP,KIMI SWEET SDN. BHD.,"
		15/06/2019"
COLOSTRUM POWDER,DEFEEM SDN. BHD.,"
		30/09/2019"
COLOUR BLACK 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR BRILIANT BLUE 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR BROWN 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR CHEESE POWDER,KIENTAT TRADING SDN. BHD.,"
		15/07/2019"
COLOUR CHEESE POWDER,360HORIZONZ SDN. BHD.,"
		15/03/2020"
COLOUR GREEN 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR LEMON YELLOW 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR ORANGE 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR PURPLE 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR RED 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR ROSE PINK 100 G,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COLOUR TITANIUM WHITE 1 KG,ANGEL CANDIES SDN BHD,"
		31/10/2019"
COOKED EGG FILLING FOR S/W,PAK HAILAM KOPITIAM SDN BHD,"
		"
COOKIES - ALMOND BISCOTTI ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - BIBERLI,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
COOKIES - BIENETTA ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - BIENETTA ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - BROWNIE COOKIE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - BROWNIE COOKIE,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - BRUNSLI,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - BRUNSLI,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - BUTTER COOKIES ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - BUTTER COOKIES ,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - CHOCOLATE ALMOND,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - CHOCOLATE CHIP,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
COOKIES - CHOCOLATE CHIP WALNUT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - CHOCOLATE CHIP WALNUT,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - CINNAMON STAR,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - CINNAMON STAR,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - COCONUT SHORTBREAD,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
COOKIES - COFFEE SABLE,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
COOKIES - GINGER,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - GINGER,PROFOUND PASTRY SDN. BHD.,"
		15/06/2021"
COOKIES - GRANOLA BAR,PROFOUND PASTRY SDN. BHD.,"
		15/06/2019"
COOKIES - GREEN TEA,CHERRY ALPHA ENTERPRISE,"
		15/10/2019"
COOKIES - GREEN TEA SHORTBREAD,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
COOKIES - HUP TOH SOH,PROFOUND PASTRY SDN. BHD.,"
		30/04/2021"
